city,geolocation_lat,geolocation_lng,transactions
guaratinga,-16.583875436328864,-39.7855610979958,1
guaratingueta,-22.801083955735887,-45.18923817292697,7
guaratuba,-25.879391743627053,-48.61948177812689,1
guarda-mor,-17.767613654159536,-47.09538818396859,1
guarei,-23.373194569674688,-48.18716800437105,1
guariba,-21.36235769739204,-48.23297570156172,3
guaruja,-23.980288448508723,-46.2580116679718,9
guaruja do sul,-26.3851374020685,-53.52418228807481,2
guarulhos,-23.444504144042735,-46.49755298537381,49
guassusse,-6.245285440589121,-38.91626639176536,1
guatapara,-21.49997792466768,-48.03726039776328,1
guaxupe,-21.308364360855993,-46.70040627563122,3
guia lopes da laguna,-21.45584782871155,-56.11889645677181,1
guidoval,-21.15239246172516,-42.79584743526864,2
guimaraes,-2.1338405141759216,-44.61118011420099,1
guimarania,-18.84203128420184,-46.79104786751845,1
guiricema,-21.006684820194003,-42.71880215875891,1
gurupi,-11.724944024708387,-49.07248272159218,1
guzolandia,-20.6503386893434,-50.66356003195898,1
heliopolis,-10.678928767960912,-38.28369482940557,1
herculandia,-22.000494367341503,-50.39171238695954,1
herval,-32.03109521608358,-53.39189123015052,1
herval d'oeste,-27.171956038015146,-51.49352558295913,1
herveiras,-29.45393522666306,-52.65264783086967,1
hidreletrica tucurui,-3.7535474487095883,-49.67200925671907,1
hidrolandia,-5.980862199986255,-41.5026958558837,1
hidrolina,-14.724111367789128,-49.47104045088915,2
holambra,-22.614295651682138,-47.067611887875756,1
holambra ii,-23.427981000000003,-48.86913150000001,3
horizonte,-4.104972440753473,-38.4934702606924,2
horizontina,-27.615867736193273,-54.31070990694842,1
hortolandia,-22.879544451383953,-47.20738136924594,23
hulha negra,-31.328237885510863,-53.97989163710521,1
humaita,-7.5137847442922,-63.03378732922329,1
humberto de campos,-2.6081845634808416,-43.46363186714308,1
iacanga,-21.895169534331725,-49.02618296668362,1
iaciara,-14.097156710887225,-46.63451587016732,1
iacri,-21.85814149183314,-50.692336795043815,1
iacu,-12.768737085366936,-40.21564152337491,1
iapu,-19.435928208105217,-42.2195446348165,2
iaras,-22.87255610657738,-49.162591567447954,1
iati,-9.044377464901023,-36.84717360711484,1
ibaiti,-23.84868060395721,-50.187369715436375,1
ibarama,-29.41637867771829,-53.13091366267536,1
ibate,-21.956702269293604,-47.99599741860471,2
ibateguara,-8.968542296317459,-35.92475097475106,1
ibatiba,-20.23522317591383,-41.51097291118037,2
ibema,-25.117697440017277,-53.015178816300285,1
ibertioga,-21.433288205594952,-43.96419804014072,1
ibia,-19.598096999999942,-46.61303299999997,1
ibiaca,-28.05694650926311,-51.85682112039228,1
ibiai,-16.85831378537937,-44.908518027193,1
ibiajara,-12.989122251279436,-42.22005486173956,1
ibiam,-27.181010343207944,-51.23837154342321,1
ibiapina,-3.9207474241362674,-40.888623260686686,1
ibiara,-7.504601158150347,-38.410034294030645,1
ibiassuce,-14.272349769183322,-42.2580151875978,1
ibicarai,-14.865648633223373,-39.587930310727295,1
ibicare,-27.08700367520803,-51.3680581500336,1
ibicoara,-13.416228347347802,-41.28252235440946,1
ibicuitinga,-4.980867833703731,-38.63882237052403,1
ibimirim,-8.539760909909068,-37.69673301137336,2
ibipeba,-11.637889131651022,-42.009612415562856,1
ibipitanga,-12.880643352683414,-42.48797996878386,1
ibipora,-23.26606188021142,-51.051074898377856,1
ibira,-21.08267019848623,-49.23320623450741,1
ibiracatu,-15.666170706013462,-44.16489240617045,1
ibiraci,-20.467200454736552,-47.123296918946686,1
ibiracu,-19.83043658240911,-40.37310513525523,1
ibiraiaras,-28.37198645463488,-51.6325589821345,1
ibiraja,-17.200357073955075,-40.21779110967584,2
ibirama,-27.053345591336818,-49.509466105227816,1
ibirapua,-17.687139520271405,-40.10809801672845,1
ibirarema,-22.814920673635747,-50.073673545793405,1
ibirataia,-14.066263049084226,-39.63819295865872,1
ibirite,-20.016112970774532,-44.06855554824199,2
ibiruba,-28.628059515702443,-53.08404105574939,1
ibitiara,-12.648863221125978,-42.21681034083437,1
ibitinga,-21.76647684683131,-48.83154737836605,1
ibitira,-14.206466879743363,-42.11759109424941,1
ibitita,-11.552925033145996,-41.90222112781989,1
ibitiuva,-21.001462657440992,-48.33171324598017,1
ibiuna,-23.65511361861244,-47.22029237277668,2
ibotirama,-12.184853408392586,-43.21600109160743,1
icapui,-4.702323542471136,-37.36329417004472,1
icara,-28.758328642728532,-49.27473779275327,2
icarai de minas,-16.219048636593207,-44.90605578680084,1
icaraima,-23.396619519670747,-53.612252907517245,1
icatu,-2.7744229027386327,-44.05819972832354,1
icem,-20.340523392415125,-49.195991854782115,1
ichu,-11.74740353985126,-39.19961684239754,1
ico,-6.398906499205076,-38.860041368109655,4
iconha,-20.794202816501414,-40.81036048086693,1
ielmo marinho,-5.823806150301517,-35.552830968995934,1
iepe,-22.6608472943578,-51.07804840646881,1
igaci,-9.537973348155305,-36.63070656476612,3
igapora,-13.77767499091745,-42.72304603635042,2
igaracu do tiete,-22.51225020394538,-48.55643861501519,1
igarapava,-20.04105376230817,-47.75366751993625,2
igarape,-20.064508699995567,-44.29582289202711,1
igarape-acu,-1.1219153921947431,-47.62157955671526,1
igarape-miri,-1.964732426779484,-48.95745344673377,1
igarassu,-7.857092448618404,-34.90661485318494,3
igarata,-23.214122950073904,-46.15782773220571,1
igaratinga,-19.95637361152872,-44.70921564142246,1
igrapiuna,-13.82301963907162,-39.14040818344295,1
igreja nova,-10.130584965521912,-36.65275959576527,2
igrejinha,-29.54685729867673,-50.775534033402124,2
iguaba grande,-22.836083746888672,-42.22525826231049,6
iguai,-14.756761408952382,-40.0902522936814,1
iguape,-24.705292058051388,-47.552215728563844,1
iguaracu,-23.197379641887533,-51.82225932835955,1
iguatama,-20.17293158455772,-45.702822968207066,1
iguatu,-7.5886029792274305,-40.21552998785134,3
ijui,-28.389227656496754,-53.92967622327974,1
ilha comprida,-24.73951532787161,-47.539068581749895,1
ilha de itamaraca,-7.73483153772054,-34.82668847025227,3
ilha grande,-2.854273238895748,-41.81715057899302,1
ilha solteira,-20.422366149890305,-51.3374386029458,2
ilhabela,-23.83182304604654,-45.373685422325536,3
ilheus,-14.80506091621287,-39.03853552700594,12
ilhota,-26.8990520061708,-48.82655548476291,1
ilicinea,-20.944705621834668,-45.82709818233235,1
ilopolis,-28.930322341793175,-52.126217270913365,1
imaculada,-7.382534959866494,-37.5100661266146,3
imbau,-24.446538383811728,-50.75664037380096,1
imbe,-29.96524617212255,-50.11768106939473,2
imbe de minas,-19.638425999999946,-41.96596399999996,1
imbituba,-28.190231258277553,-48.66460352500114,3
imbituva,-25.22189304591182,-50.59484314673368,1
imbuia,-27.4922178124458,-49.41980753518701,1
imigrante,-29.356730318554856,-51.776912825441656,1
imperatriz,-5.524515193099112,-47.47981324531342,8
inacio martins,-25.57599466066998,-51.0778102706275,1
inaciolandia,-18.486961306129253,-49.99026187093549,2
inaja,-15.825847322594608,-45.00986870928127,1
inconfidentes,-22.31378205189793,-46.33017807459898,1
indaial,-26.90074659644806,-49.24142200098399,1
indaiatuba,-23.100712414728363,-47.2162967448708,7
independencia,-5.388488478532032,-40.30870099404063,1
indiana,-22.177823664454152,-51.254713244373534,1
indianopolis,-22.590620946573214,-51.74022131637662,1
indiapora,-19.978670454882973,-50.28945423424805,1
indiara,-17.14165528857712,-49.98966852878169,1
indiaroba,-11.519560623795403,-37.507868617481215,2
inga,-7.287358784139317,-35.599233409671804,1
ingai,-21.403294216848984,-44.92071297447287,2
inhambupe,-11.775837752625137,-38.36305996106292,3
inhapi,-9.221200793777086,-37.75086088133125,2
inhapim,-19.51279414573376,-42.129050136271836,1
inhauma,-19.494465689404763,-44.38749419445466,1
inhuma,-6.664958737391221,-41.7074620550988,2
inhumas,-16.338689349037814,-49.51475360384878,2
inimutaba,-18.738383086726213,-44.35672528060546,1
inocencia,-19.733252297262283,-51.92623001453144,1
inubia paulista,-21.76939271789486,-50.9604618128806,1
iomere,-27.001624153002236,-51.24034695077845,1
ipaba,-19.41090481717707,-42.41846537530112,1
ipameri,-17.721846775831406,-48.15997872921411,1
ipanema,-19.80756827769869,-41.71851343380764,1
ipaporanga,-4.905313371025412,-40.756675901699225,2
ipatinga,-19.481309345742627,-42.55401479195148,9
ipaumirim,-6.7922113733265,-38.71914094680426,1
ipaussu,-23.050352082421163,-49.62755542394422,1
ipe,-28.81655038417184,-51.28458123987485,1
ipecaeta,-12.298943999999944,-39.31510849999995,1
ipero,-23.34934891718638,-47.68252309658893,1
ipiabas,-22.37878328511841,-43.86617963279234,1
ipiacu,-18.69532255640486,-49.94813327878765,1
ipiau,-14.131134,-39.73698674999999,1
ipigua,-20.664462997323263,-49.38853504073393,1
ipira,-15.969460987949223,-42.749438102701745,1
ipiranga,-25.026860302981927,-50.58690778966883,1
ipiranga de goias,-15.167966473060028,-49.67373801279296,1
ipiranga do norte,-12.243175789962,-56.151966028562725,1
ipiranga do sul,-27.93682246647463,-52.42671526329557,1
ipixuna do para,-2.560721628548006,-47.49510234178207,1
ipojuca,-8.39798817039431,-35.05916724874656,4
ipora,-17.32767411846821,-51.42096218266344,2
ipora do oeste,-26.981099126946116,-53.53465037151178,2
ipu,-4.323139999999967,-40.709509999999966,1
ipua,-20.43102420974765,-48.01701483913844,2
ipubi,-7.553684999999945,-40.238575999999966,1
ipueira,-6.815330025901819,-37.199816471318194,2
ipueiras,-4.544436943690855,-40.71541873941466,1
ipuiuna,-22.100630717039284,-46.18999890076049,2
ipumirim,-27.073638005946243,-52.135406462424655,1
ipupiara,-11.8186723755844,-42.61512023720324,1
iracema,-5.81126947465788,-38.30429410506842,2
iracemapolis,-22.58166485895395,-47.50755435612405,2
irai,-27.19821574297093,-53.25564942287676,1
irai de minas,-18.98621037854543,-47.46277150174947,1
iramaia,-13.29208251191042,-40.95399252382085,1
irani,-27.026112244734502,-51.90328283969753,1
irape,-23.06013835456896,-49.73815319962144,1
irapua,-21.280744442632404,-49.40941619971977,1
irapuru,-21.564375406378986,-51.34768356138114,1
iraquara,-12.279907080447131,-41.5161318877817,1
irara,-12.045470004102038,-38.766858100554245,1
irati,-25.460711651309733,-50.63828989673303,1
iraucuba,-3.746610270079828,-39.78233175809422,1
irece,-11.301810573305685,-41.85066404340817,2
iretama,-24.419682767821577,-52.097354928715866,1
irineopolis,-26.287749559087327,-50.78368181689885,1
irupi,-20.34554285738148,-41.64174562247486,1
isaias coelho,-7.740159061821163,-41.68079105936013,1
ita,-27.275085,-52.33922369343495,1
itaara,-29.583110999999946,-53.77228999999996,2
itabaiana,-10.687532183624484,-37.43479018700703,3
itabaianinha,-11.27768921439404,-37.79492157106024,2
itabatan,-12.88391299471988,-38.47812242299029,1
itabela,-16.58243230060531,-39.55961658141876,2
itabera,-23.868128736258573,-49.14279364402825,1
itaberaba,-12.521098299259362,-40.30992529346269,2
itaberai,-16.01692125674349,-49.79044712431722,1
itabira,-19.635168972643328,-43.214789681842305,6
itabirinha,-18.564185999999943,-41.23820149999997,1
itabirito,-20.257795846112874,-43.81183983084431,2
itaborai,-22.74744305707086,-42.87352593606965,11
itabuna,-14.794412672794035,-39.275029694760114,10
itacarambi,-15.094101862108277,-44.095507701619205,1
itacare,-14.274911470763398,-38.99703199903161,2
itacoatiara,-3.1283642582795506,-58.43337566098566,2
itagi,-14.160558148699394,-40.00765140682,1
itagiba,-14.146548937637707,-39.73399436801655,2
itagimirim,-16.087707573193033,-39.61568485782925,1
itaguacu,-19.02441478613411,-42.65607635677809,2
itaguacu da bahia,-11.008001111673003,-42.39970515725903,1
itaguai,-22.87315744250437,-43.79117274124572,5
itaguaje,-22.61919501878041,-51.969272089075936,1
itaguara,-20.39595470115597,-44.491159971115245,1
itaguari,-15.924272217106685,-49.60664630864466,1
itaguaru,-15.768275113933052,-49.63320925580543,1
itai,-23.419412999999995,-49.098447000000014,1
itaicaba,-4.67684177612762,-37.82659489637919,1
itaiopolis,-26.339594232123083,-49.90429319118054,2
itaipava,-20.89085590601894,-40.78359105250613,1
itaipulandia,-25.137586656946542,-54.29549226248378,1
itaitinga,-3.971071418370034,-38.523527264602336,1
itaituba,-4.2557224061114605,-55.998942655297164,2
itaja,-19.06516079784339,-51.54703879034617,1
itajai,-26.90580743964803,-48.68372171189921,13
itajobi,-21.311150026298012,-49.0511614229539,1
itaju,-21.97959323114473,-48.8071958525326,2
itaju do colonia,-15.14069772599072,-39.72623923243324,1
itajuba,-22.42356448957457,-45.46033957681041,2
itajuipe,-14.674680364193485,-39.368965542190885,1
italva,-21.424760999999993,-41.685533999999976,2
itamaraju,-17.030451924657992,-39.54123165657178,2
itamarandiba,-17.86611815258666,-42.86902814286521,1
itamari,-13.782265257030888,-39.68846446665124,1
itambacuri,-18.034057229650728,-41.68218355469176,1
itambaraca,-23.0128323900912,-50.40753203807903,1
itambe,-13.08741990885849,-39.885399809778505,3
itamira,-11.720562650666556,-38.22460325413346,1
itamogi,-21.077809756025545,-47.04659905913997,1
itamonte,-22.276708065385456,-44.87393415721583,1
itanhaem,-24.14965100964288,-46.748097900127846,3
itanhandu,-22.296067377685297,-44.93483503963698,2
itanhanga,-12.239569002712145,-56.6451281183519,1
itanhem,-17.169309822221965,-40.33387511274585,1
itanhomi,-19.17145995800582,-41.86468868452949,1
itaobim,-16.565448595098882,-41.50232910778616,1
itaoca,-22.030102420775194,-43.70318409350378,3
itaocara,-21.668107499336354,-42.07520271876645,3
itapaci,-14.967341154989969,-49.54646338941868,1
itapage,-3.6913951557022258,-39.583418076029695,1
itapagipe,-19.89784652493589,-49.370916055336416,1
itapaje,-3.6871705465814535,-39.58861568012782,2
itaparica,-12.897535344930448,-38.67483414792295,1
itape,-14.894156638394673,-39.42820313846944,1
itapecerica,-20.470582431981004,-45.10871624130096,1
itapecerica da serra,-23.71797554247713,-46.83506047852671,8
itapecuru mirim,-3.3429002329039017,-44.45554681275582,1
itapejara d'oeste,-25.963387291965592,-52.81157455432807,1
itapema,-27.131977104544834,-48.599233840908035,2
itapemirim,-20.905689827232024,-40.79055880599556,2
itaperucu,-25.21104157323542,-49.34653094787032,2
itaperuna,-21.2085152596452,-41.874847231672454,12
itapetim,-7.376395560478204,-37.19523372642441,1
itapetinga,-15.257043246448553,-40.24755211052718,1
itapetininga,-23.586029316860103,-48.04488129221574,7
itapeva,-23.880564686713278,-48.64854609080897,2
itapevi,-23.550073189174636,-46.93496298199717,7
itapicuru,-11.309398153712856,-38.21880694594744,2
itapipoca,-3.4967362863456595,-39.57880187474207,2
itapira,-22.43485134786625,-46.822757159611214,3
itapiranga,-27.17425165077444,-53.71375242307624,1
itapirapua,-15.823454293842405,-50.6137023113649,1
itapirapua paulista,-24.577270735989423,-49.16968693271615,1
itapissuma,-7.773382728724268,-34.8933546379647,1
itapitanga,-14.415947165256304,-39.56605795806613,1
itapiuna,-4.559058445297912,-38.91493703518787,1
itapoa,-26.06994299999994,-48.63236299999997,4
itapolis,-21.591198077801767,-48.8183506557507,3
itapora,-22.08402072714907,-54.799181560812364,1
itaporanga,-21.35890649386219,-47.86525026884386,2
itaporanga d'ajuda,-10.99840006606665,-37.31442925247881,2
itapui,-22.23625902550063,-48.72307610479663,2
itapura,-20.64056223414505,-51.50988006195494,1
itapuranga,-15.5623120756974,-49.955205109542334,1
itaquaquecetuba,-23.468874495924133,-46.344053167529076,17
itaqui,-29.123752101500607,-56.55674704180506,2
itaquirai,-23.48268481183326,-54.18331635212991,2
itaquitinga,-7.671350169806433,-35.10569971017287,1
itarana,-19.923878999999943,-40.86198349999995,1
itarantim,-15.650992904270495,-40.064109836401,1
itarare,-24.114191165580568,-49.33254226756805,2
itarema,-2.921320932718252,-39.91379798069548,1
itariri,-24.28999207181857,-47.175537103122046,2
itatiaia,-22.498292896770575,-44.60024523254696,4
itatiaiucu,-20.20343397395251,-44.42951949880914,2
itatiba,-23.00376695853448,-46.83271378799649,2
itatiba do sul,-27.386544662442343,-52.4536237320188,1
itatim,-12.708027425783014,-39.69774092157547,1
itatinga,-23.102837416585626,-48.6162522883903,1
itau,-5.841350137529667,-37.99759161433244,1
itau de minas,-20.746977035601056,-46.7490234241636,1
itauba,-11.005224674973045,-55.23879907585747,2
itaueira,-7.601336324381058,-43.026868872593,1
itauna,-20.08431751556205,-44.582973621071176,5
itinga,-16.61667691159406,-41.76343263952105,1
itiquira,-17.205455834311397,-54.15206418197202,1
itirapina,-22.24952039418273,-47.81123678056145,1
itirucu,-13.53145506598426,-40.15022862459009,1
itiuba,-10.68728140496204,-39.85994475032581,1
itobi,-21.73779987437542,-46.96780519384341,1
itororo,-15.119168211880428,-40.06723059750183,2
itu,-23.288375506789972,-47.306100615011815,8
ituacu,-13.8158474280055,-41.30183467111952,1
itubera,-13.730306199788464,-39.14335471928191,1
itueta,-19.397724600048488,-41.22559570804024,1
ituiutaba,-18.98129545427208,-49.46877904896467,3
itumbiara,-18.410897567937685,-49.229802793096276,1
